Merek,Model,Varian,Tahun,Transmisi,jarak_tempuh_max
Suzuki,SX4,Cross Over,2008,Automatic,110000.0
Mercedes-Benz,E-Class,E230,1991,Manual,105000.0
Ford,Focus,Titanium,2012,Automatic,65000.0
Mitsubishi,Pajero Sport,Exceed,2011,Automatic Triptonic,85000.0
Honda,City,i-DSI,2003,Automatic Triptonic,110000.0
BMW,Serie 3,318i,1992,Manual,20000.0
Mitsubishi,Pajero Sport,Exceed,2010,Automatic,125000.0
Mercedes-Benz,C-Class,C200,2013,Automatic Triptonic,35000.0
Mercedes-Benz,Tiger,Lain-lain,1985,Manual,160000.0
Daihatsu,Gran max,Lain-lain,2014,Manual,95000.0
Datsun,Go+,Panca T,2015,Manual,105000.0
Mercedes-Benz,E-Class,E250,2013,Automatic Triptonic,40000.0
Mazda,Biante,2.0 SKYACTIV,2014,Automatic Triptonic,35000.0
Honda,Odyssey,Prestige 2.4,2000,Automatic Triptonic,150000.0
Honda,Brio,Satya E,2015,Manual,25000.0
BMW,Serie 3,325i,2003,Automatic Triptonic,140000.0
Chevrolet,Aveo,LT,2005,Manual,130000.0
Wuling,Cortez,1.8,2018,Automatic,25000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2012,Automatic,90000.0
Toyota,Sienta,V,2017,Automatic,20000.0
Nissan,Serena,X,2014,Automatic,5000.0
Hyundai,Grand Avega,SG,2013,Automatic,65000.0
Chevrolet,Spin,,2013,Automatic,75000.0
Ford,Ecosport,Trend,2014,Automatic,95000.0
Suzuki,SX4,Cross Over,2013,Manual,65000.0
Hyundai,Accent,GLS,2000,Manual,180000.0
Mitsubishi,T120SS,Pick Up,2016,Manual,70000.0
Mazda,CX-5,Grand Touring,2013,Automatic Triptonic,70000.0
Hyundai,Atoz,GLS,2000,Automatic,130000.0
Toyota,Yaris,S limited,2011,Automatic,90000.0
Mercedes-Benz,CLA-Class,CLA200,2015,Automatic,25000.0
Ford,Ranger,XLT,2013,Manual,110000.0
BMW,Serie 3,320i Sport,2017,Automatic,10000.0
Nissan,Grand livina,Lain-lain,2011,Manual,95000.0
Mercedes-Benz,V-Class,V220,2016,Automatic,20000.0
Ford,Fiesta,Sport,2013,Automatic Triptonic,80000.0
Toyota,Kijang,LSX,1997,Manual,125000.0
Mercedes-Benz,C-Class,C250,2016,Automatic,15000.0
Chevrolet,Optra,Lain-lain,2004,Manual,115000.0
Honda,Brio,RS 1.2,2016,Manual,35000.0
Datsun,Go+,Lain-lain,2018,Manual,20000.0
Daihatsu,Gran max,Lain-lain,2012,Manual,155000.0
Hyundai,Avega,GX,2010,Manual,5000.0
KIA,Carens II,Lain-lain,2007,Automatic,105000.0
Mazda,323,Interplay,1998,Manual,20000.0
Suzuki,Lain-lain,Lain-lain,1985,Manual,95000.0
Mazda,Biante,2.0,2013,Automatic,95000.0
Mazda,CX-5,Elite,2019,Automatic,10000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,15000.0
Wuling,Confero S,,2019,Manual,5000.0
Toyota,Soluna,Gli,2002,Automatic,160000.0
Toyota,Fortuner,G TRD,2014,Automatic,65000.0
Toyota,Yaris,E,2012,Manual,105000.0
Mitsubishi,L300,Pick Up,2011,Manual,115000.0
Mitsubishi,Lancer,1.6 GLXi,1995,Automatic,105000.0
Mercedes-Benz,C-Class,C200,2017,Automatic Triptonic,25000.0
Honda,Jazz,,2014,Automatic,50000.0
Daihatsu,Xenia,Xi Deluxe,2011,Manual,60000.0
Mercedes-Benz,C-Class,C250,2011,Automatic Triptonic,105000.0
Mercedes-Benz,GLC-Class,GLC250,2017,Automatic Triptonic,30000.0
Audi,Audi A6,2.0 TFSI,2013,Automatic,45000.0
Daihatsu,Taruna,CSR,2002,Manual,195000.0
Ssang Yong,Rexton,RX230 Deluxe,2002,Automatic,85000.0
Daihatsu,Gran max,Lain-lain,2017,Manual,10000.0
Suzuki,Ertiga,GL,2016,Automatic,70000.0
Mercedes-Benz,SLS AMG,Lain-lain,2001,Manual,200000.0
Nissan,Grand livina,Lain-lain,2014,Manual,35000.0
Mercedes-Benz,CLK-Class,CLK240,2003,Automatic Triptonic,55000.0
Chevrolet,Optra,Lain-lain,2005,Automatic,100000.0
Lexus,GS,350,2012,Automatic Triptonic,20000.0
Lain-lain,Lain-lain,,2000,Manual,15000.0
Nissan,X-Trail,Lain-lain,2010,Automatic Triptonic,60000.0
Lexus,RX,270,2011,Automatic Triptonic,50000.0
Honda,Mobilio,RS,2018,Automatic,20000.0
Datsun,Go,Panca T Active,2016,Manual,50000.0
Volkswagen,Polo,,2016,Automatic,55000.0
Jeep,Jeep,Lain-lain,2011,Automatic Triptonic,45000.0
Toyota,Sienta,Q,2017,Automatic Triptonic,35000.0
Ford,Ranger,WildTrak,2012,Manual,15000.0
Nissan,Grand livina,Lain-lain,2010,Automatic,140000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic,135000.0
Ford,Fiesta,Sport,2013,Automatic,40000.0
Suzuki,APV,GX,2012,Manual,75000.0
Hyundai,Lain-lain,Lain-lain,2001,Manual,15000.0
Daewoo,Nexia,,1997,Manual,45000.0
Nissan,Livina,Lain-lain,2012,Automatic,75000.0
Daihatsu,Ayla,X,2015,Manual,50000.0
Daihatsu,Gran max,Lain-lain,2013,Manual,20000.0
Chevrolet,Captiva,Lain-lain,2015,Automatic,40000.0
KIA,Picanto,M/T,2013,Manual,15000.0
Daihatsu,Terios,TX,2009,Manual,140000.0
Suzuki,APV,GL,2013,Manual,95000.0
Mercedes-Benz,S-Class,S320,1997,Automatic,80000.0
Jeep,CJ7,Lain-lain,1985,Automatic,120000.0
Honda,Jazz,i-DSI,2005,Automatic Triptonic,155000.0
Hyundai,Getz,Lain-lain,2005,Manual,205000.0
Daihatsu,Xenia,R 1.3 DLX,2014,Manual,120000.0
Hyundai,Trajet,GL8,2005,Manual,105000.0
Volkswagen,Golf,FSI,2005,Automatic Triptonic,140000.0
Daewoo,Matiz,0.8,2002,Manual,10000.0
Chevrolet,Spin,ACTIV,2014,Automatic Triptonic,55000.0
Hyundai,Trajet,Lain-lain,2001,Manual,85000.0
Mazda,2,R,2013,Automatic,80000.0
Mini Cooper,Mini Cooper,Lain-lain,2011,Automatic,45000.0
Isuzu,Panther,LS Hi Grade,1994,Manual,55000.0
Lexus,GS,300,2018,Automatic Triptonic,30000.0
BMW,X5,E53,2004,Automatic Triptonic,65000.0
Hino,Dutro,300 Series,2013,Manual,130000.0
Hyundai,New Tucson,Lain-lain,2014,Automatic Triptonic,65000.0
Toyota,Altis,V,2015,Automatic Triptonic,60000.0
Mazda,2,GT,2016,Automatic,50000.0
Mazda,2,R,2013,Automatic,45000.0
Subaru,Impreza,2.0,2012,Automatic Triptonic,85000.0
Hyundai,Atoz,G,2004,Manual,65000.0
KIA,Sedona,GS,2004,Automatic,175000.0
Daihatsu,Terios,TX,2009,Automatic,105000.0
Honda,HR-V,1.8L Prestige,2015,Automatic Triptonic,55000.0
Lain-lain,Lain-lain,,1991,Manual,40000.0
Hummer,H3,Lain-lain,2011,Automatic,15000.0
Datsun,Go,Panca T Active,2017,Manual,35000.0
Mazda,2,R,2011,Automatic,80000.0
Toyota,Rush,TRD Sportivo,2012,Automatic,110000.0
Suzuki,APV,GX,2013,Manual,35000.0
Daihatsu,Sigra,1.2 R,2016,Manual,30000.0
Daihatsu,Espass,Pick Up Jumbo 1.3,1997,Manual,45000.0
Nissan,Grand livina,Lain-lain,2013,Automatic,115000.0
BMW,Serie 3,328i Luxury,2013,Automatic,40000.0
Suzuki,Katana,GX,1999,Manual,300000.0
Nissan,Juke,RX,2011,Automatic Triptonic,85000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic Triptonic,90000.0
Daihatsu,Sigra,Lain-lain,2018,Manual,65000.0
Daihatsu,Terios,TX,2013,Manual,90000.0
Chevrolet,Spin,LTZ,2013,Manual,55000.0
Jeep,Jeep,Lain-lain,1996,Manual,70000.0
Mazda,2,R,2011,Automatic,35000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,105000.0
Proton,Exora,CFE Prime,2012,Automatic,70000.0
Suzuki,Jimny,Lain-lain,1985,Manual,
KIA,Sportage,LX,2012,Automatic,50000.0
Renault,Kwid,1.0 Sce,2017,Manual,10000.0
Mercedes-Benz,CLS 350,Lain-lain,2005,Automatic,30000.0
Isuzu,Panther,2.5,2000,Manual,190000.0
Timor,DOHC,Lain-lain,1999,Manual,65000.0
Daihatsu,Terios,R,2018,Manual,20000.0
Chevrolet,Spin,LTZ,2014,Automatic,55000.0
Nissan,X-Trail,Lain-lain,2014,Automatic,85000.0
Mercedes-Benz,E-Class,E300,1993,Manual,155000.0
Nissan,Juke,RX,2014,Automatic,45000.0
Mitsubishi,Outlander,Lain-lain,2012,Automatic Triptonic,70000.0
Daihatsu,Sigra,1.2 R,2017,Automatic,35000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic Triptonic,105000.0
Chevrolet,Captiva,,2010,Automatic Triptonic,130000.0
Chevrolet,Trooper,2.8,1994,Manual,230000.0
Daihatsu,Xenia,Xi Deluxe,2012,Manual,115000.0
Chevrolet,Spin,,2013,Automatic,75000.0
Audi,Audi A4,1.8 TFSI PI,2011,Automatic Triptonic,40000.0
Lexus,NX,200T F-Sport,2016,Automatic Triptonic,5000.0
Chevrolet,Captiva,Lain-lain,2010,Automatic,185000.0
Mitsubishi,Xpander,ULTIMATE A/T,2019,Automatic,10000.0
Mercedes-Benz,C-Class,C200,2015,Automatic Triptonic,50000.0
Isuzu,Panther,Grand Touring,2008,Manual,40000.0
Suzuki,Ertiga,GL,2015,Automatic,70000.0
Mercedes-Benz,GLC-Class,GLC250,2016,Automatic Triptonic,20000.0
Mercedes-Benz,E-Class,E250,2012,Automatic Triptonic,25000.0
Nissan,X-Trail,Lain-lain,2009,Automatic,115000.0
Mazda,CX-5,Grand Touring,2013,Automatic,55000.0
Hyundai,Atoz,GLX,2002,Manual,10000.0
Ford,Everest,LTD,2007,Automatic Triptonic,130000.0
Honda,CR-V,2.4,2013,Automatic Triptonic,100000.0
BMW,Serie 3,325i,2003,Automatic Triptonic,90000.0
Mazda,2,R,2014,Automatic,60000.0
Suzuki,Karimun,DX,2000,Manual,65000.0
Isuzu,Panther,LS Hi Grade,1996,Manual,130000.0
Mini Cooper,Mini Cooper,,1996,Manual,80000.0
Toyota,Calya,,2019,Manual,5000.0
Toyota,Calya,G,2017,Automatic,35000.0
KIA,Sedona,Lain-lain,2005,Automatic,20000.0
Smart,Fortwo,1.0 Passion Coupe,2010,Automatic Triptonic,20000.0
Nissan,Juke,RX,2013,Automatic Triptonic,75000.0
KIA,Visto,Lain-lain,2003,Manual,125000.0
Dodge,Journey,SXT Plantinum,2013,Automatic,45000.0
Datsun,Go+,Panca T Opt,2018,Manual,40000.0
Datsun,Go+,Lain-lain,2015,Manual,80000.0
Honda,Jazz,RS CVT,2014,Automatic Triptonic,40000.0
Mazda,2,Limited Edition,2015,Automatic,55000.0
Mazda,CX-7,Lain-lain,2009,Automatic,85000.0
Mazda,323,Interplay,1991,Manual,100000.0
Mazda,2,R,2016,Automatic,30000.0
BMW,X1,sDrive18i,2018,Automatic,25000.0
Isuzu,Grand touring,Lain-lain,2015,Manual,100000.0
Suzuki,Karimun,Estilo,2012,Manual,55000.0
Chevrolet,Trailblazer,Lain-lain,2017,Automatic,40000.0
Jeep,Lain-lain,Lain-lain,1988,Manual,30000.0
Toyota,Rush,TRD Sportivo,2014,Automatic,40000.0
Chevrolet,Captiva,Lain-lain,2016,Automatic Triptonic,50000.0
Porsche,Cayenne,V6 3.6,2011,Automatic Triptonic,55000.0
Mazda,Lain-lain,Lain-lain,1999,Manual,200000.0
Nissan,Serena,HWS,2014,Automatic,70000.0
Mitsubishi,Mirage,GLS,2014,Automatic,60000.0
Jeep,Wrangler ,Lain-lain,2011,Automatic,25000.0
Honda,Brio,Satya E,2018,Manual,15000.0
Suzuki,Ertiga,GX,2014,Manual,45000.0
Daihatsu,Ayla,X,2016,Manual,25000.0
Mitsubishi,Triton,GLS,2010,Manual,115000.0
Toyota,Yaris,E,2011,Manual,50000.0
Nissan,Teana,XV,2015,Automatic,80000.0
Mercedes-Benz,C-Class,C200,2013,Automatic Triptonic,30000.0
Isuzu,Panther,LM,2013,Manual,95000.0
Isuzu,Panther,2.5,2000,Manual,300000.0
Ford,Escort,Titanium,2015,Automatic,80000.0
Jeep,CJ7,,1985,Manual,105000.0
Hino,R260,,2014,Manual,215000.0
Ford,Everest,10-S,2010,Manual,80000.0
Mercedes-Benz,Lain-lain,Lain-lain,2003,Automatic,65000.0
Daihatsu,Xenia,R 1.3 STD,2016,Manual,40000.0
Daihatsu,Xenia,R 1.3 Sporty,2016,Manual,50000.0
Porsche,Lain-lain,Lain-lain,2012,Automatic Triptonic,15000.0
Tata,Ace,EX2,2018,Manual,5000.0
KIA,Picanto,M/T,2013,Manual,105000.0
Isuzu,Panther,2.3,1997,Manual,285000.0
Datsun,Cross,Lain-lain,2018,Manual,25000.0
Toyota,Avanza,Veloz,2016,Automatic,65000.0
KIA,Picanto,A/T,2013,Automatic,70000.0
Mercedes-Benz,Tiger,Lain-lain,1985,Manual,220000.0
Nissan,Grand livina,Lain-lain,2013,Manual,80000.0
Timor,DOHC,1.5,2001,Manual,5000.0
Toyota,Fortuner,VRZ,2016,Automatic,60000.0
Toyota,Corolla Altis,G 1.8,2005,Manual,110000.0
Chevrolet,Captiva,3.0 TFSI V6 Special Package,2009,Automatic,95000.0
Toyota,Innova,V Diesel,2016,Automatic Triptonic,50000.0
Isuzu,Panther,Touring,2001,Automatic,200000.0
KIA,Picanto,SE,2008,Manual,140000.0
Hyundai,Santa Fe,,2015,Automatic Triptonic,45000.0
Nissan,Navara,2.5,2008,Manual,150000.0
Audi,Audi A4,TFSI,2010,Automatic,100000.0
Toyota,Yaris,S,2014,Automatic Triptonic,65000.0
Daihatsu,Xenia,X,2013,Manual,90000.0
Toyota,Innova,G,2014,Automatic,90000.0
BMW,Serie 3,320i E36 2.0,1995,Manual,185000.0
Volkswagen,Golf,Lain-lain,2004,Automatic,120000.0
Honda,Mobilio,E,2014,Automatic,50000.0
Mitsubishi,Kuda,Grandia,2002,Manual,100000.0
Mazda,CX-5,Grand Touring,2013,Automatic Triptonic,75000.0
Suzuki,Ertiga,GL Sporty,2015,Manual,15000.0
Holden,Gemini,1.8L,1985,Manual,190000.0
Mitsubishi,Pajero Sport,Exceed,2010,Automatic Triptonic,120000.0
Isuzu,Panther,LV,2008,Manual,270000.0
Wuling,Confero S,S 1.5L,2018,Manual,30000.0
Isuzu,Elf Minibus,2.8 Minibus Diesel,2005,Manual,35000.0
Mitsubishi,L300,Pick Up,2016,Manual,55000.0
Mazda,CX-5,Grand Touring,2014,Automatic,90000.0
Hyundai,Grand Avega,GL Airbag,2012,Automatic Triptonic,105000.0
Jeep,Rubicon,Lain-lain,2011,Automatic,20000.0
Mitsubishi,L300,Minibus Standart,1995,Manual,35000.0
Nissan,Serena,HWS,2012,Automatic,120000.0
BMW,Serie 2,Lain-lain,1999,Automatic,80000.0
Mini Cooper,Mini Cooper,Lain-lain,2016,Automatic,10000.0
Mini Cooper,Mini Cooper,Lain-lain,2017,Automatic,10000.0
Toyota,Fortuner,,2016,Automatic,35000.0
Lexus,RX,270,2013,Automatic Triptonic,40000.0
Wuling,Confero S,S 1.5L LUX,2017,Manual,25000.0
Daihatsu,Gran max Pick-up,Lain-lain,2012,Manual,45000.0
Daihatsu,Gran max,Lain-lain,2014,Manual,95000.0
Renault,Lain-lain,Lain-lain,1985,Manual,110000.0
Mercedes-Benz,E-Class,E240,2004,Automatic Triptonic,80000.0
Honda,Mobilio,E,2017,Manual,40000.0
Mitsubishi,Pajero Sport,Exceed,2009,Automatic,115000.0
Isuzu,Lain-lain,Lain-lain,2012,Automatic,45000.0
Chevrolet,Captiva,,2013,Automatic Triptonic,100000.0
Lain-lain,Lain-lain,,2011,Automatic,25000.0
Chevrolet,Spin,LTZ,2013,Manual,105000.0
Toyota,Fortuner,G TRD,2013,Manual,95000.0
Mercedes-Benz,C-Class,C200,2017,Automatic,35000.0
Peugeot,307,Sporty XS,2002,Automatic Triptonic,180000.0
Suzuki,Karimun,GX,2015,Automatic,30000.0
Daihatsu,Neo Zebra,Lain-lain,2004,Manual,150000.0
Toyota,Innova,V,2015,Automatic,85000.0
Nissan,X-Trail,Lain-lain,2014,Automatic,70000.0
Mazda,CX-5,Touring,2013,Automatic,15000.0
Ford,Fiesta,Sport,2012,Automatic,90000.0
Toyota,Fortuner,TRD G Luxury,2014,Manual,45000.0
Mitsubishi,Xpander,ULTIMATE A/T,2018,Automatic,10000.0
Opel,Blazer,DOHC,2000,Manual,30000.0
Daihatsu,Xenia,X,2018,Manual,20000.0
Daihatsu,Ayla,,2019,Manual,5000.0
Jeep,CJ7,Lain-lain,1985,Automatic,130000.0
Daihatsu,Xenia,R 1.3 DLX,2014,Manual,90000.0
Hyundai,Santa Fe,Sport,2016,Automatic Triptonic,75000.0
Suzuki,Ertiga,GX,2017,Manual,25000.0
Mitsubishi,Pajero Sport,Dakar,2017,Automatic Triptonic,50000.0
Mitsubishi,L300,Pick Up,2016,Manual,55000.0
KIA,Picanto,SE 3,2008,Manual,85000.0
Mercedes-Benz,CLA-Class,CLA200,2017,Automatic,10000.0
Ford,Ranger,Base,2011,Manual,55000.0
Mitsubishi,Pajero Sport,,2017,Automatic Triptonic,20000.0
Toyota,Avanza,G,2011,Manual,25000.0
Chevrolet,Aveo,LS,2011,Manual,55000.0
Toyota,Innova,V Diesel,2014,Manual,80000.0
Honda,Mobilio,RS,2016,Manual,30000.0
Mercedes-Benz,Lain-lain,Lain-lain,2013,Automatic,25000.0
BMW,X3,xDrive20i xLine,2014,Automatic,50000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2018,Automatic,25000.0
Daihatsu,Xenia,X 1.3 Plus,2008,Manual,95000.0
BMW,Serie 3,320i Sport,2018,Automatic,15000.0
Isuzu,Lain-lain,Lain-lain,2014,Manual,90000.0
Isuzu,D-Max,Lain-lain,2011,Manual,125000.0
KIA,Carens I,Lain-lain,2003,Automatic,105000.0
Toyota,Starlet,Lain-lain,1995,Manual,185000.0
Toyota,Innova,G Luxury,2012,Automatic,70000.0
Suzuki,Ertiga,GL,2017,Manual,35000.0
Nissan,Sentra,1.6 Sedan,1999,Manual,85000.0
Ford,Escape,XLT,2007,Automatic,90000.0
Chevrolet,Captiva,,2009,Automatic,120000.0
Mercedes-Benz,GLC-Class,Lain-lain,2016,Automatic,5000.0
Toyota,Kijang,,1995,Manual,155000.0
Hyundai,Trajet,GLS,2001,Automatic,165000.0
Mercedes-Benz,Viano,,2016,Automatic,20000.0
Mazda,2,Lain-lain,2013,Automatic,35000.0
Smart,Fortwo,1.0 Passion Coupe,2011,Automatic,45000.0
Mazda,Biante,2.0,2012,Automatic,65000.0
Nissan,Grand livina,Lain-lain,2012,Automatic,105000.0
Toyota,Agya,G,2017,Manual,25000.0
Ford,Escape,XLT,2008,Automatic,100000.0
Toyota,Etios Valco,Lain-lain,2014,Manual,40000.0
Suzuki,Grand vitara,Lain-lain,2010,Automatic,40000.0
Nissan,Grand livina,Lain-lain,2014,Automatic,55000.0
Hyundai,Lain-lain,Lain-lain,2006,Manual,20000.0
KIA,Picanto,M/T,2005,Manual,20000.0
Ford,Escape,Lain-lain,2005,Automatic,25000.0
Ford,Escape,XLT,2003,Manual,170000.0
Mazda,Lain-lain,Lain-lain,1985,Manual,35000.0
Daihatsu,Ayla,X Elegant,2016,Manual,15000.0
Suzuki,Swift,ST,2008,Automatic,125000.0
Land Rover,Range Rover Evoque,Dynamic Si4,2012,Automatic,30000.0
Mazda,2,GT,2014,Automatic Triptonic,65000.0
KIA,Lain-lain,Lain-lain,2008,Manual,115000.0
Honda,Jazz,RS M/T,2018,Manual,10000.0
Proton,Exora,CPS Executive,2009,Automatic,145000.0
Mazda,323,1.6,1988,Manual,25000.0
BMW,Serie 5,523i,2010,Automatic Triptonic,60000.0
Land Rover,Range Rover Evoque,Dynamic Luxury Si4,2012,Automatic,15000.0
Toyota,Kijang,LSX,1997,Manual,90000.0
Hyundai,Atoz,GLS,2002,Manual,155000.0
BMW,Serie 3,320i Luxury,2015,Automatic Triptonic,40000.0
Suzuki,APV,GX,2011,Manual,205000.0
Suzuki,Swift,GT2,2008,Automatic,85000.0
Chery,QQ,Compact City,2007,Manual,190000.0
Tata,Super Ace,DLS,2015,Manual,55000.0
Suzuki,Baleno,1.3,2018,Automatic,30000.0
Jeep,Wrangler ,Sport X,2013,Automatic Triptonic,60000.0
Chrysler,300,300C,2013,Automatic Triptonic,35000.0
Mitsubishi,Xpander,SPORT A/T,2018,Automatic,15000.0
Isuzu,Panther,LM,2001,Manual,180000.0
Mini Cooper,Mini Cooper,Lain-lain,2018,Automatic,15000.0
Porsche,Cayenne,V6 3.6,2013,Automatic Triptonic,35000.0
Hyundai,Excel,1.4,2013,Manual,90000.0
Honda,Jazz,RS M/T,2015,Manual,30000.0
Honda,CR-V,2.0,2008,Manual,95000.0
Hyundai,Grand Avega,SG,2013,Automatic,65000.0
Datsun,Go+,Panca T Opt,2017,Manual,25000.0
Chevrolet,Trailblazer,Lain-lain,2013,Manual,65000.0
Mazda,2,R,2010,Automatic,80000.0
BMW,Serie 3,,1997,Automatic,100000.0
Hyundai,Accent,GLS,2002,Manual,15000.0
Timor,DOHC,1.5,2000,Manual,40000.0
Toyota,Rush,G,2014,Automatic,60000.0
Honda,CR-Z,1.5 Hybrid,2014,Automatic Triptonic,40000.0
Toyota,Calya,G,2017,Automatic,30000.0
Chevrolet,Spin,LS,2014,Manual,70000.0
Nissan,Grand livina,,2015,Automatic,90000.0
KIA,Rio,Hatchback,2013,Automatic,80000.0
Suzuki,SX4,Lain-lain,2016,Automatic,40000.0
Daihatsu,Taft,GT,1991,Manual,295000.0
Ford,Fiesta,EcoBoost S,2014,Automatic,65000.0
Suzuki,Ignis,,2019,Manual,5000.0
Lain-lain,Lain-lain,Lain-lain,1985,Manual,105000.0
Nissan,March,1.2,2015,Automatic,15000.0
Chevrolet,Spin,,2014,Automatic,85000.0
BMW,Serie 2,218i Sport Line Active Tour,2015,Automatic Triptonic,20000.0
Nissan,Grand livina,Lain-lain,2012,Automatic,80000.0
Suzuki,Wagon R,Lain-lain,2016,Automatic Triptonic,55000.0
Suzuki,Ertiga,GX,2013,Automatic,85000.0
Isuzu,Panther,2.3,1991,Manual,20000.0
KIA,Picanto,M/T,2013,Manual,40000.0
Jeep,Cherokee,,1995,Automatic,105000.0
Fiat,500,Lounge,2014,Automatic,15000.0
BMW,X3,xDrive20i xLine,2014,Automatic,50000.0
Volvo,960,Lain-lain,1995,Automatic,50000.0
Timor,DOHC,1.5,1997,Manual,105000.0
Mitsubishi,Pajero Sport,Exceed,2011,Automatic,110000.0
Isuzu,Panther,2.3,1994,Manual,15000.0
Daihatsu,Xenia,R 1.3 DLX,2013,Manual,190000.0
Honda,City,E,2012,Automatic Triptonic,55000.0
Suzuki,Ertiga,GL,2017,Manual,25000.0
Hyundai,Excel,Lain-lain,2013,Manual,195000.0
Mini Cooper,Lain-lain,Lain-lain,2012,Automatic,40000.0
Suzuki,Katana,1.0,1991,Manual,240000.0
Toyota,Kijang Pick-Up,Lain-lain,2002,Manual,30000.0
Toyota,Kijang,SX,1996,Manual,115000.0
BMW,Serie 3,318i,1993,Manual,25000.0
KIA,Picanto,SE,2012,Manual,80000.0
Mercedes-Benz,GLC-Class,GLC250,2017,Automatic Triptonic,30000.0
Mazda,3,Lain-lain,2018,Automatic Triptonic,15000.0
Daihatsu,Sigra,1.2 R,2016,Automatic,45000.0
Cadillac,Escalade,V8 6.2,2010,Automatic,20000.0
Mazda,Lantis,1.8 NA,1995,Manual,155000.0
Nissan,Grand livina,Lain-lain,2014,Automatic,45000.0
Mitsubishi,Mirage,Exceed,2012,Automatic,65000.0
Ford,Ranger,Standard,2009,Manual,75000.0
Jeep,Grand Cherokee,Overland,2015,Automatic Triptonic,5000.0
BMW,Serie 3,320i E90 2.0,2006,Automatic,135000.0
Mercedes-Benz,S-Class,S350,2013,Automatic,40000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2016,Automatic,5000.0
Chevrolet,Captiva,Lain-lain,2011,Automatic,95000.0
Mercedes-Benz,C-Class,C200,1995,Manual,200000.0
Honda,Brio,Satya E,2015,Manual,50000.0
BMW,Serie 3,320i Luxury,2013,Automatic,60000.0
BMW,Serie 3,320i Sport,2014,Automatic Triptonic,50000.0
Mazda,CX-9,GT,2013,Automatic,75000.0
Daihatsu,Xenia,R 1.3 STD,2016,Manual,155000.0
Mazda,3,Lain-lain,2019,Automatic Triptonic,5000.0
BMW,X1,sDrive18i xLine,2014,Automatic,45000.0
Proton,Exora,Lain-lain,2012,Manual,155000.0
Hyundai,i10,GLS,2014,Manual,20000.0
Nissan,Grand livina,Lain-lain,2011,Automatic,155000.0
Jaguar,XF,Lain-lain,2011,Automatic Triptonic,30000.0
Honda,Freed,S,2012,Automatic,75000.0
Mercedes-Benz,E-Class,E300,1991,Manual,85000.0
Datsun,Go+,Panca T,2016,Manual,30000.0
Hyundai,Verna,Lain-lain,2001,Manual,255000.0
Hyundai,Accent,Lain-lain,2001,Manual,5000.0
Mitsubishi,Galant,V6-24,2004,Automatic,135000.0
Datsun,Go+,Panca T,2014,Manual,130000.0
Mitsubishi,Pajero,Lain-lain,2011,Automatic,105000.0
Mitsubishi,Pajero Sport,Exceed,2011,Automatic,115000.0
Toyota,Fortuner,VRZ,2017,Automatic Triptonic,5000.0
KIA,Sportage,EX,2012,Automatic Triptonic,110000.0
Chevrolet,Captiva,Lain-lain,2014,Automatic Triptonic,75000.0
Chery,QQ,Compact City,2010,Manual,20000.0
Nissan,X-Trail,Lain-lain,2017,Automatic Triptonic,45000.0
Suzuki,Ertiga,GX,2014,Manual,60000.0
Mercedes-Benz,C-Class,C240,2001,Automatic,145000.0
Jeep,Wrangler ,Sport X,2013,Automatic,30000.0
Chevrolet,Aveo,LT,2012,Automatic,70000.0
KIA,Carens II,Lain-lain,2003,Manual,205000.0
Suzuki,Karimun,GX,2004,Manual,225000.0
Suzuki,APV,SGX Luxury,2012,Manual,30000.0
Honda,Jazz,RS,2009,Automatic,110000.0
Chevrolet,Colorado,,2012,Manual,110000.0
Daihatsu,Sigra,1.2 X,2018,Manual,15000.0
Suzuki,Carry Van,Lain-lain,2006,Manual,75000.0
Daihatsu,Xenia,Xi Deluxe,2011,Automatic,90000.0
Nissan,March,1.2L,2013,Manual,75000.0
KIA,Visto,,2000,Manual,160000.0
BMW,Serie 3,323i E36 2.5,1996,Manual,135000.0
Daihatsu,Sigra,1.2 R,2019,Manual,30000.0
Honda,Mobilio,E,2015,Automatic,75000.0
BMW,Serie 3,320i 2.0,2006,Automatic Triptonic,105000.0
Isuzu,Colt 77 PS,Lain-lain,2019,Manual,5000.0
Suzuki,SX4,Lain-lain,2016,Automatic,75000.0
Mitsubishi,Strada Triton,GLX,2014,Manual,90000.0
Mercedes-Benz,GLC-Class,GLC250,2016,Automatic Triptonic,20000.0
Honda,Mobilio,E,2014,Automatic,100000.0
Mercedes-Benz,Lainnya,Lain-lain,1995,Manual,15000.0
Daihatsu,Terios,TX,2014,Manual,85000.0
Toyota,Yaris,E,2014,Automatic,85000.0
Mitsubishi,Pajero Sport,2.5L Dakar,2011,Automatic Triptonic,120000.0
Daihatsu,Feroza,1.6,1995,Manual,30000.0
KIA,Carens II,Lain-lain,2013,Manual,70000.0
Suzuki,Ertiga,,2019,Manual,5000.0
Mitsubishi,Pajero Sport,Exceed,2009,Automatic,60000.0
Daihatsu,Terios,TX Adventure,2014,Manual,20000.0
